paper,yield_pct,reaction_class,solvent,reactor_type,paper_doi,paper_year,tR_step,tR1_s,tR2_s,T1_C,T2_C,substrate1,organolithium_reagent,intermediate,substrate2_electrophile,electrophile_type,product_final,conc_substrate_M,conc_orgLi_M,equiv_orgLi,conc_electrophile_M,substrate1_smiles,organolithium_smiles,intermediate_smiles,substrate2_smiles,product_smiles
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,83,halogen-metal exchange,tetrahydrofuran,,10.1039/b919325c,2009.0,tR1,31.6,,-50,,,n-BuLi,m-lithiobenzonitrile (from 1b),MeOH (methanol quench),quench_probe,lithiobenzonitrile (cyano-aryllithium),0.10,,1.1,,,CCCC[Li],N#Cc1cccc([Li])c1,CO,N#Cc1ccc([Li])cc1
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,8,halogen-metal exchange,tetrahydrofuran,,10.1039/b919325c,2009.0,tR1,0.0316,,-60,,,n-BuLi,m-lithiobenzonitrile (from 1b),MeOH (methanol quench),quench_probe,lithiobenzonitrile (cyano-aryllithium),0.10,,1.1,,,CCCC[Li],N#Cc1cccc([Li])c1,CO,N#Cc1ccc([Li])cc1
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,41,halogen-metal exchange,tetrahydrofuran,,10.1039/b919325c,2009.0,tR1,0.1,,-60,,,n-BuLi,m-lithiobenzonitrile (from 1b),MeOH (methanol quench),quench_probe,lithiobenzonitrile (cyano-aryllithium),0.10,,1.1,,,CCCC[Li],N#Cc1cccc([Li])c1,CO,N#Cc1ccc([Li])cc1
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,82,halogen-metal exchange,tetrahydrofuran,,10.1039/b919325c,2009.0,tR1,0.316,,-60,,,n-BuLi,m-lithiobenzonitrile (from 1b),MeOH (methanol quench),quench_probe,lithiobenzonitrile (cyano-aryllithium),0.10,,1.1,,,CCCC[Li],N#Cc1cccc([Li])c1,CO,N#Cc1ccc([Li])cc1
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,84,halogen-metal exchange,tetrahydrofuran,,10.1039/b919325c,2009.0,tR1,1.0,,-60,,,n-BuLi,m-lithiobenzonitrile (from 1b),MeOH (methanol quench),quench_probe,lithiobenzonitrile (cyano-aryllithium),0.10,,1.1,,,CCCC[Li],N#Cc1cccc([Li])c1,CO,N#Cc1ccc([Li])cc1
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,86,halogen-metal exchange,tetrahydrofuran,,10.1039/b919325c,2009.0,tR1,3.16,,-60,,,n-BuLi,m-lithiobenzonitrile (from 1b),MeOH (methanol quench),quench_probe,lithiobenzonitrile (cyano-aryllithium),0.10,,1.1,,,CCCC[Li],N#Cc1cccc([Li])c1,CO,N#Cc1ccc([Li])cc1
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,88,halogen-metal exchange,tetrahydrofuran,,10.1039/b919325c,2009.0,tR1,31.6,,-60,,,n-BuLi,m-lithiobenzonitrile (from 1b),MeOH (methanol quench),quench_probe,lithiobenzonitrile (cyano-aryllithium),0.10,,1.1,,,CCCC[Li],N#Cc1cccc([Li])c1,CO,N#Cc1ccc([Li])cc1
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,9,halogen-metal exchange,tetrahydrofuran,,10.1039/b919325c,2009.0,tR1,0.0316,,-78,,,n-BuLi,m-lithiobenzonitrile (from 1b),MeOH (methanol quench),quench_probe,lithiobenzonitrile (cyano-aryllithium),0.10,,1.1,,,CCCC[Li],N#Cc1cccc([Li])c1,CO,N#Cc1ccc([Li])cc1
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,13,halogen-metal exchange,tetrahydrofuran,,10.1039/b919325c,2009.0,tR1,0.1,,-78,,,n-BuLi,m-lithiobenzonitrile (from 1b),MeOH (methanol quench),quench_probe,lithiobenzonitrile (cyano-aryllithium),0.10,,1.1,,,CCCC[Li],N#Cc1cccc([Li])c1,CO,N#Cc1ccc([Li])cc1
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,36,halogen-metal exchange,tetrahydrofuran,,10.1039/b919325c,2009.0,tR1,0.316,,-78,,,n-BuLi,m-lithiobenzonitrile (from 1b),MeOH (methanol quench),quench_probe,lithiobenzonitrile (cyano-aryllithium),0.10,,1.1,,,CCCC[Li],N#Cc1cccc([Li])c1,CO,N#Cc1ccc([Li])cc1
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,42,halogen-metal exchange,tetrahydrofuran,,10.1039/b919325c,2009.0,tR1,1.0,,-78,,,n-BuLi,m-lithiobenzonitrile (from 1b),MeOH (methanol quench),quench_probe,lithiobenzonitrile (cyano-aryllithium),0.10,,1.1,,,CCCC[Li],N#Cc1cccc([Li])c1,CO,N#Cc1ccc([Li])cc1
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,53,halogen-metal exchange,tetrahydrofuran,,10.1039/b919325c,2009.0,tR1,3.16,,-78,,,n-BuLi,m-lithiobenzonitrile (from 1b),MeOH (methanol quench),quench_probe,lithiobenzonitrile (cyano-aryllithium),0.10,,1.1,,,CCCC[Li],N#Cc1cccc([Li])c1,CO,N#Cc1ccc([Li])cc1
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,84,halogen-metal exchange,tetrahydrofuran,,10.1039/b919325c,2009.0,tR1,31.6,,-78,,,n-BuLi,m-lithiobenzonitrile (from 1b),MeOH (methanol quench),quench_probe,lithiobenzonitrile (cyano-aryllithium),0.10,,1.1,,,CCCC[Li],N#Cc1cccc([Li])c1,CO,N#Cc1ccc([Li])cc1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,41,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,0.316,,-40,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,31,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,1.0,,-40,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,15,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,3.16,,-40,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,9,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,10.0,,-40,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,4,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,31.6,,-40,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,1,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,100.0,,-40,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,0,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,316.0,,-40,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,41,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,0.316,,-50,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,51,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,1.0,,-50,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,48,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,3.16,,-50,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,37,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,10.0,,-50,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,24,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,31.6,,-50,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,8,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,100.0,,-50,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,4,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,316.0,,-50,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,34,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,0.316,,-60,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,46,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,1.0,,-60,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,57,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,3.16,,-60,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,62,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,10.0,,-60,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,58,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,31.6,,-60,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,39,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,100.0,,-60,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,28,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,316.0,,-60,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,20,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,0.316,,-70,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,32,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,1.0,,-70,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,45,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,3.16,,-70,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,57,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,10.0,,-70,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,69,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,31.6,,-70,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,72,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,100.0,,-70,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,64,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,316.0,,-70,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,13,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,0.316,,-78,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,18,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,1.0,,-78,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,26,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,3.16,,-78,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,38,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,10.0,,-78,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,53,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,31.6,,-78,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,68,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,100.0,,-78,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,77,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,316.0,,-78,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,45,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,0.316,,-40,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,26,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,1.0,,-40,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,11,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,3.16,,-40,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,4,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,10.0,,-40,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,1,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,31.6,,-40,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,0,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,100.0,,-40,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,0,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,316.0,,-40,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,47,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,0.316,,-50,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,54,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,1.0,,-50,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,47,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,3.16,,-50,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,31,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,10.0,,-50,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,13,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,31.6,,-50,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,4,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,100.0,,-50,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,1,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,316.0,,-50,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,38,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,0.316,,-60,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,54,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,1.0,,-60,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,64,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,3.16,,-60,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,66,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,10.0,,-60,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,58,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,31.6,,-60,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,32,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,100.0,,-60,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,12,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,316.0,,-60,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
Nagaki et al. 2010 - Generation and reactions of oxiranyllithiums by use of a flow microreactor system,27,directed metalation,tetrahydrofuran,flow microreactor,10.1002/chem.201000815,2010.0,tR1,0.316,,-70,,epibromohydrin,s-BuLi,oxiranyllithium,,quench_probe,oxiranyllithium intermediate,0.10,0.75,,0.45,BrCC1CO1,CCC([Li])C,[Li]C1CO1,,[Li]C1CO1
