paper,yield_pct,reaction_class,solvent,reactor_type,paper_doi,paper_year,tR_step,tR1_s,tR2_s,T1_C,T2_C,substrate1,organolithium_reagent,intermediate,substrate2_electrophile,electrophile_type,product_final,conc_substrate_M,conc_orgLi_M,equiv_orgLi,conc_electrophile_M,substrate1_smiles,organolithium_smiles,intermediate_smiles,substrate2_smiles,product_smiles,vlm_tR1_s_original,vlm_tR2_s_original,yield_yolo,data_note
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,2.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,0.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,75.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,65.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,28.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,12.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,6.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,3.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,3.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,92.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,90.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,79.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,72.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,55.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,7.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,94.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,91.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,85.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,79.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,79.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,22.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,66.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,69.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,70.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,70.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,76.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,76.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,76.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,76.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,90.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,90.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,90.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,90.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,81.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,76.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,56.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,11.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,83.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,95.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,95.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,95.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,95.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,95.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,95.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,91.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,91.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,69.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,95.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,95.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,83.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,97.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,97.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,99.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,97.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,97.0,
