paper,paper_doi,source,entry_number,reactant1_name,reactant1_smiles,reactant2_name,reactant2_smiles,product_name,product_smiles,product_label,yield_pct,yield_type,conversion_pct,selectivity_pct,ee_pct,stoichiometry,reaction_class,temperature_C,residence_time_s,solvent,reactor_type,catalyst,notes
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,methyl methacrylate,,"1,1-diphenylhexyllithium",,poly(methyl methacrylate),,,,,99.0,,,,anionic polymerization,24.0,11.8,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,methyl methacrylate,,"1,1-diphenylhexyllithium",,poly(methyl methacrylate),,,,,76.0,,,,anionic polymerization,0.0,0.736,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,methyl methacrylate,,"1,1-diphenylhexyllithium",,poly(methyl methacrylate),,,,,98.0,,,,anionic polymerization,0.0,2.95,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,methyl methacrylate,,"1,1-diphenylhexyllithium",,poly(methyl methacrylate),,,,,99.0,,,,anionic polymerization,0.0,11.8,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,methyl methacrylate,,"1,1-diphenylhexyllithium",,poly(methyl methacrylate),,,,,39.0,,,,anionic polymerization,-28.0,0.736,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,methyl methacrylate,,"1,1-diphenylhexyllithium",,poly(methyl methacrylate),,,,,89.0,,,,anionic polymerization,-28.0,2.95,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,methyl methacrylate,,"1,1-diphenylhexyllithium",,poly(methyl methacrylate),,,,,99.0,,,,anionic polymerization,-28.0,11.8,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,methyl methacrylate,,"1,1-diphenylhexyllithium",,poly(methyl methacrylate),,,,,96.0,,,,anionic polymerization,-48.0,2.95,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,methyl methacrylate,,"1,1-diphenylhexyllithium",,poly(methyl methacrylate),,,,,100.0,,,,anionic polymerization,-48.0,11.8,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,methyl methacrylate,,"1,1-diphenylhexyllithium",,poly(methyl methacrylate),,,,,58.0,,,,anionic polymerization,-78.0,11.8,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,methyl methacrylate,,"1,1-diphenylhexyllithium",,poly(methyl methacrylate),,,,,74.0,,,,anionic polymerization,-78.0,23.6,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,n-butyl methacrylate,,"1,1-diphenylhexyllithium",,poly(n-butyl methacrylate),,,,,100.0,,,,anionic polymerization,24.0,11.8,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,n-butyl methacrylate,,"1,1-diphenylhexyllithium",,poly(n-butyl methacrylate),,,,,100.0,,,,anionic polymerization,0.0,11.8,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,n-butyl methacrylate,,"1,1-diphenylhexyllithium",,poly(n-butyl methacrylate),,,,,100.0,,,,anionic polymerization,-28.0,11.8,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,tert-butyl methacrylate,,"1,1-diphenylhexyllithium",,poly(tert-butyl methacrylate),,,,,99.0,,,,anionic polymerization,24.0,11.8,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,tert-butyl methacrylate,,"1,1-diphenylhexyllithium",,poly(tert-butyl methacrylate),,,,,100.0,,,,anionic polymerization,0.0,11.8,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
microflow-system-controlled-anionic-polymerization-of-alkyl-methacrylates,10.1021/ma900551a,Table 2,,tert-butyl methacrylate,,"1,1-diphenylhexyllithium",,poly(tert-butyl methacrylate),,,,,89.0,,,,anionic polymerization,-28.0,11.8,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,"1,1-diphenylhexyllithium",
carbolithiation-of-conjugated-enynes-with-aryllithiums-in-microflow-system-and-applications-to-synthesis-of-2,10.1021/ol901352t,page_4_table_0_extracted.csv,,,,,,,Cc1ccc(CC=C=C(c2ccccc2)[Si](C)(C)C)cc1,,80.0,,,,,,carbolithiation,,,,microflow system,,Yield marker 'b' indicates footnote or specific condition; chlorosilane: Me3SiCl.
carbolithiation-of-conjugated-enynes-with-aryllithiums-in-microflow-system-and-applications-to-synthesis-of-2,10.1021/ol901352t,page_4_table_0_extracted.csv,,,,,,,*=C(C=CCc1ccc(C)cc1)c1ccccc1,,83.0,,,,,,carbolithiation,,,,microflow system,,Yield marker 'c' indicates footnote or specific condition; chlorosilane: Me2SiHCl; product SMILES contains syntax error '*' likely from OCR.
carbolithiation-of-conjugated-enynes-with-aryllithiums-in-microflow-system-and-applications-to-synthesis-of-2,10.1021/ol901352t,page_4_table_0_extracted.csv,,,,,,,C=C[Si]C(=C=CCc1ccc(C)cc1)c1ccccc1,,84.0,,,,,,carbolithiation,,,,microflow system,,Yield marker 'c' indicates footnote or specific condition; chlorosilane: C=CCl (likely allyl chloride).
carbolithiation-of-conjugated-enynes-with-aryllithiums-in-microflow-system-and-applications-to-synthesis-of-2,10.1021/ol901352t,page_4_table_0_extracted.csv,,,,,,,C=CC[Si]C(=C=CCc1ccc(C)cc1)c1ccccc1,,81.0,,,,,,carbolithiation,,,,microflow system,,"Yield marker 'd' indicates footnote or specific condition; chlorosilane: C=CCC#C[Am] (likely propargylamine-derived chlorosilane, identity requires verification)."
carbolithiation-of-conjugated-enynes-with-aryllithiums-in-microflow-system-and-applications-to-synthesis-of-2,10.1021/ol901352t,page_2_table_0_extracted.csv,,,,,,,,,2.0,,,,,,carbolithiation,-78.0,3600.0,,microflow system,,Entry 1; reagent stoichiometry: 1.0 equiv; byproduct yield: 0%; conversion of enyne not explicitly stated but implied low.
carbolithiation-of-conjugated-enynes-with-aryllithiums-in-microflow-system-and-applications-to-synthesis-of-2,10.1021/ol901352t,page_2_table_0_extracted.csv,,,,,,,,,0.0,,,,,,carbolithiation,-78.0,3600.0,,microflow system,,Entry 2; reagent stoichiometry: 3.0 equiv; main product yield: 17%; byproduct yield: 0%.
carbolithiation-of-conjugated-enynes-with-aryllithiums-in-microflow-system-and-applications-to-synthesis-of-2,10.1021/ol901352t,page_2_table_0_extracted.csv,,,,,,,,,4.0,,,85.0,,,carbolithiation,48.0,600.0,,microflow system,,Entry 3; temperature likely misread as +48°C instead of -48°C based on paper context; selectivity ratio 85/15; byproduct yield: 0%.
carbolithiation-of-conjugated-enynes-with-aryllithiums-in-microflow-system-and-applications-to-synthesis-of-2,10.1021/ol901352t,page_2_table_0_extracted.csv,,,,,,,,,11.0,,,92.0,,,carbolithiation,-48.0,3600.0,,microflow system,,Entry 4; reagent stoichiometry: 1.0 equiv; selectivity ratio 92/8; byproduct yield: 2%.
carbolithiation-of-conjugated-enynes-with-aryllithiums-in-microflow-system-and-applications-to-synthesis-of-2,10.1021/ol901352t,page_2_table_0_extracted.csv,,,,,,,,,15.0,,,90.0,,,carbolithiation,48.0,3600.0,,microflow system,,Entry 5; temperature likely misread as +48°C instead of -48°C based on paper context; selectivity ratio 90/10; byproduct yield: 11%.
carbolithiation-of-conjugated-enynes-with-aryllithiums-in-microflow-system-and-applications-to-synthesis-of-2,10.1021/ol901352t,page_2_table_0_extracted.csv,,,,,,,,,26.0,,,,,,carbolithiation,-28.0,600.0,,microflow system,,Entry 6; reagent stoichiometry: 1.0 equiv; byproduct yield: 4%.
carbolithiation-of-conjugated-enynes-with-aryllithiums-in-microflow-system-and-applications-to-synthesis-of-2,10.1021/ol901352t,page_2_table_0_extracted.csv,,,,,,,,,,,,91.0,,,carbolithiation,-28.0,3600.0,,microflow system,,Entry L (likely typo for 7); main product yield: 100% conversion; selectivity ratio 91/9; byproduct yield: 19%.
carbolithiation-of-conjugated-enynes-with-aryllithiums-in-microflow-system-and-applications-to-synthesis-of-2,10.1021/ol901352t,page_2_table_0_extracted.csv,,,,,,,,,33.0,,,89.0,,,carbolithiation,-28.0,600.0,,microflow system,,Entry 8; reagent stoichiometry: 3.0 equiv; selectivity ratio 89/11; byproduct yield: 10%.
carbolithiation-of-conjugated-enynes-with-aryllithiums-in-microflow-system-and-applications-to-synthesis-of-2,10.1021/ol901352t,page_2_table_0_extracted.csv,,,,,,,,,,,,,,,carbolithiation,0.0,600.0,,microflow system,,Entry 9; reagent stoichiometry: 1.0 equiv; product yield marked as '∑1' (ambiguous); byproduct yield: 26%.
carbolithiation-of-conjugated-enynes-with-aryllithiums-in-microflow-system-and-applications-to-synthesis-of-2,10.1021/ol901352t,page_2_table_0_extracted.csv,,,,,,,,,9.0,,,89.0,,,carbolithiation,25.0,600.0,,microflow system,,Entry 10; reagent stoichiometry: 1.0 equiv; selectivity ratio 89/11; byproduct yield: 40%.
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,1,,CCCCC(=O)c1ccccc1I,MesLi,,,*c1ccccc1C(=O)CCCC,,90.0,isolated,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,,0.003,tetrahydrofuran,flow-microreactor system,,Acyl iodobenzene 0.20 M in THF; MesLi 1.3 equivalent in THF/hexane generated in situ; electrophile 2.0 equivalent in THF or Et2O; yield is isolated unless otherwise stated; GC yields marked with † use internal standard
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,2,,CC(C)(C)C(=O)c1ccc(I)cc1,MesLi,,,*c1ccc(C(=O)C1CCCCC1)cc1,,86.0,isolated,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,,0.003,tetrahydrofuran,flow-microreactor system,,Acyl iodobenzene 0.20 M in THF; MesLi 1.3 equivalent in THF/hexane generated in situ; electrophile 2.0 equivalent in THF or Et2O; yield is isolated unless otherwise stated; GC yields marked with † use internal standard
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,3,,O=C(c1ccc(I)cc1)C1CCCCC1,MesLi,,,*c1ccc(C(=O)C1CCCCC1)cc1,,73.0,isolated,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,,0.003,tetrahydrofuran,flow-microreactor system,,Acyl iodobenzene 0.20 M in THF; MesLi 1.3 equivalent in THF/hexane generated in situ; electrophile 2.0 equivalent in THF or Et2O; yield is isolated unless otherwise stated; GC yields marked with † use internal standard
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,4,,CCCCC(=O)c1ccc(I)cc1,MesLi,,,*c1ccc(C(=O)CCCC)cc1,,68.0,isolated,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,,0.003,tetrahydrofuran,flow-microreactor system,,Acyl iodobenzene 0.20 M in THF; MesLi 1.3 equivalent in THF/hexane generated in situ; electrophile 2.0 equivalent in THF or Et2O; yield is isolated unless otherwise stated; GC yields marked with † use internal standard
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,5,,CC(=O)c1ccccc1I,MesLi,,,*c1ccccc1C(C)=O,,78.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,,0.003,tetrahydrofuran,flow-microreactor system,,Acyl iodobenzene 0.20 M in THF; MesLi 1.3 equivalent in THF/hexane generated in situ; electrophile 2.0 equivalent in THF or Et2O; yield is isolated unless otherwise stated; GC yields marked with † use internal standard
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,6,,CC(=O)c1ccccc1I,MesLi,,,*c1ccccc1C(C)=O,,67.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,,0.003,tetrahydrofuran,flow-microreactor system,,Acyl iodobenzene 0.20 M in THF; MesLi 1.3 equivalent in THF/hexane generated in situ; electrophile 2.0 equivalent in THF or Et2O; yield is isolated unless otherwise stated; GC yields marked with † use internal standard
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,7,,CC(=O)c1ccccc1I,MesLi,,,*c1ccccc1C(C)=O,,83.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,,0.003,tetrahydrofuran,flow-microreactor system,,Acyl iodobenzene 0.20 M in THF; MesLi 1.3 equivalent in THF/hexane generated in situ; electrophile 2.0 equivalent in THF or Et2O; yield is isolated unless otherwise stated; GC yields marked with † use internal standard
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,8,,CC(=O)c1ccccc1I,MesLi,,,*c1ccccc1C(C)=O,,54.0,isolated,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,,0.0015,tetrahydrofuran,flow-microreactor system,,Acyl iodobenzene 0.20 M in THF; MesLi 1.3 equivalent in THF/hexane generated in situ; electrophile 2.0 equivalent in THF or Et2O; yield is isolated unless otherwise stated; GC yields marked with † use internal standard; residence time in R2 = 0.0015 s for this entry
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,9,,CC(=O)c1ccccc1I,MesLi,,,*c1ccccc1C(C)=O,,78.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,,0.0015,tetrahydrofuran,flow-microreactor system,,Acyl iodobenzene 0.20 M in THF; MesLi 1.3 equivalent in THF/hexane generated in situ; electrophile 2.0 equivalent in THF or Et2O; yield is isolated unless otherwise stated; GC yields marked with † use internal standard; residence time in R2 = 0.0015 s for this entry
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,10,,CCCCC(=O)c1ccc(I)s1,MesLi,,,*c1ccc(C(=O)CCCC)s1,,77.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,,0.003,tetrahydrofuran,flow-microreactor system,,Acyl iodobenzene 0.20 M in THF; MesLi 1.3 equivalent in THF/hexane generated in situ; electrophile 2.0 equivalent in THF or Et2O; yield is isolated unless otherwise stated; GC yields marked with † use internal standard
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,11,,CC(=O)c1ccccc1I,MesLi,,,CCCCC(=O)c1ccc(C(O)c2ccccc2)s1,,42.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,,0.003,tetrahydrofuran,flow-microreactor system,,Acyl iodobenzene 0.20 M in THF; MesLi 1.3 equivalent in THF/hexane generated in situ; electrophile 2.0 equivalent in THF or Et2O; yield is isolated unless otherwise stated; GC yields marked with † use internal standard
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,12,,CC(=O)c1ccccc1I,MesLi,,,CCCCC(=O)c1ccc(C(=O)Nc2ccccc2)s1,,65.0,isolated,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,,0.003,tetrahydrofuran,flow-microreactor system,,Acyl iodobenzene 0.20 M in THF; MesLi 1.3 equivalent in THF/hexane generated in situ; electrophile 2.0 equivalent in THF or Et2O; yield is isolated unless otherwise stated; GC yields marked with † use internal standard
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,13,,CC(=O)c1ccccc1I,MesLi,,,*c1ccccc1C(C)=O,,81.0,isolated,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,,0.003,tetrahydrofuran,flow-microreactor system,,Acyl iodobenzene 0.20 M in THF; MesLi 1.3 equivalent in THF/hexane generated in situ; electrophile 2.0 equivalent in THF or Et2O; yield is isolated unless otherwise stated; GC yields marked with † use internal standard
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,1,,CCCCC(=O)c1ccccc1I,MesLi,,,CCCCC(=O)c1ccccc1[Si](C)(C)C,,90.0,isolated,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), Me3SiOTf (2.0 equiv in THF); residence time in R2 = 0.003 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,2,,CCCCC(=O)c1ccccc1I,MesLi,,,CCCCC(=O)c1ccccc1[Si](C)(C)C,,91.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), Me3SiOTf (2.0 equiv in THF); residence time in R2 = 0.003 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,3,,CC(=O)c1ccc(I)cc1,MesLi,,,CC(=O)c1ccc(C)cc1,,78.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), MeOH (2.0 equiv in THF); residence time in R2 = 0.003 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,4,,CCCCC(=O)c1ccccc1I,MesLi,,,CCCCC(=O)c1ccccc1C(=O)OC,,68.0,isolated,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), ClCO2Me (2.0 equiv in THF); residence time in R2 = 0.003 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,5,,CCCCC(=O)c1ccccc1I,MesLi,,,CCCCC(=O)c1ccccc1C(=O)OC,,70.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), ClCO2Me (2.0 equiv in THF); residence time in R2 = 0.003 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,6,,CC(=O)c1ccc(I)cc1,MesLi,,,CC(=O)c1ccc(C)cc1,,54.0,isolated,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), MeOH (2.0 equiv in THF); residence time in R2 = 0.003 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,7,,CC(=O)c1ccc(I)cc1,MesLi,,,CC(=O)c1ccc(C)cc1,,76.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.0015,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), MeOH (2.0 equiv in THF); residence time in R2 = 0.0015 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,8,,CC(=O)c1ccc(I)cc1,MesLi,,,CC(=O)c1ccc(C(=O)Ph)cc1,,78.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.0015,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), PhCHO (2.0 equiv in THF); residence time in R2 = 0.0015 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,9,,CCCCC(=O)c1ccccc1I,MesLi,,,CCCCC(=O)c1ccccc1C(=O)Ph,,73.0,isolated,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), PhCHO (2.0 equiv in THF); residence time in R2 = 0.003 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,10,,CCCCC(=O)c1ccccc1I,MesLi,,,CCCCC(=O)c1ccccc1C(=O)Ph,,75.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), PhCHO (2.0 equiv in THF); residence time in R2 = 0.003 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,11,,CC(=O)c1ccc(I)cc1,MesLi,,,CC(=O)c1ccc(NC(=O)Ph)cc1,,86.0,isolated,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), PhNCO (2.0 equiv in THF); residence time in R2 = 0.003 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,13,,CCCCC(=O)c1ccccc1I,MesLi,,,CCCCC(=O)c1ccccc1C(=O)Ph,,67.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), PhCHO (2.0 equiv in THF); residence time in R2 = 0.003 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,14,,CC(=O)c1ccc(I)cc1,MesLi,,,CC(=O)c1ccc(C(=O)Ph)cc1,,83.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), MeOH (2.0 equiv in THF); residence time in R2 = 0.003 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,16,,CC(=O)c1ccc(I)cc1,MesLi,,,CC(=O)c1ccc(SiMe3)cc1,,81.0,isolated,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), Me3SiOTf (2.0 equiv in THF); residence time in R2 = 0.003 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,17,,CC(=O)c1ccc(I)cc1,MesLi,,,CC(=O)c1ccc(SiMe3)cc1,,84.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), Me3SiOTf (2.0 equiv in THF); residence time in R2 = 0.003 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,19,,CCCCC(=O)c1ccccc1I,MesLi,,,CCCCC(=O)c1ccccc1C(=O)Ph,,65.0,isolated,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), MeO2CCl (2.0 equiv in THF); residence time in R2 = 0.003 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,20,,CCCCC(=O)c1ccccc1I,MesLi,,,CCCCC(=O)c1ccccc1C(=O)Ph,,69.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), MeO2CCl (2.0 equiv in THF); residence time in R2 = 0.003 s"
